filename,citing_opinion_id,court,docket_id,cluster_id,cited_opinion_id,overruled,opinion_types,opinion_sources,citing_name_short,citing_name,citing_name_full,cited_ref_names,cited_cluster_id,cited_name_short,cited_name,cited_name_full,cited_citations
0011.92059_cites_88673.txt,92059,scotus,96842,92059,88673,no,"['040dissent', '010combined', '020lead', '030concurrence']",['html_with_citations'],In Re Ayers,In Re Ayers,In RE AYERS; IN RE SCOTT; IN RE McCABE,"['16 Wall. 203', '16 Wall. 203, 220', '16 Wall. 203, 220', 'MISSING', '16 Wall. 203']",88673,Davis,Davis v. Gray,Davis v. Gray,"['83 U.S. 203', '21 L. Ed. 447', '16 Wall. 203', '1872 U.S. LEXIS 1151']"
0012.92059_cites_87371.txt,92059,scotus,96842,92059,87371,no,"['040dissent', '010combined', '020lead', '030concurrence']",['html_with_citations'],In Re Ayers,In Re Ayers,In RE AYERS; IN RE SCOTT; IN RE McCABE,"['24 How. 66, 96, 97', '24 How. 66, 98', '24 How. 66, 96, 97', '24 How. 66, 98', 'MISSING', 'MISSING']",87371,,"Commonwealth of Ky. v. DENNISON, GOVERNOR, &C.","Ex Parte. in the Matter of the Commonwealth of Kentucky, One of the United States of America, by Beriah Magoffin, Governor, and the Executive Authority, Thereof, Petitioner, v. William Dennison, Governor and Executive Authority of the State of Ohio","['65 U.S. 66', '16 L. Ed. 717', '24 How. 66', '1860 U.S. LEXIS 376']"
0013.92059_cites_91583.txt,92059,scotus,96842,92059,91583,no,"['040dissent', '010combined', '020lead', '030concurrence']",['html_with_citations'],In Re Ayers,In Re Ayers,In RE AYERS; IN RE SCOTT; IN RE McCABE,"['Southern', 'Hagood', '117 U.S. 52', '117 U. S. 52', 'Southern', 'Hagood', '117 U.S. 52', 'MISSING', 'MISSING']",91583,Hagood,Hagood v. Southern,HAGOOD & Others v. SOUTHERN & Another; HAGOOD & Others v. WILLIAMS,"['117 U.S. 52', '6 S. Ct. 608', '29 L. Ed. 805', '1886 U.S. LEXIS 1816']"
0014.92059_cites_90667.txt,92059,scotus,96842,92059,90667,no,"['040dissent', '010combined', '020lead', '030concurrence']",['html_with_citations'],In Re Ayers,In Re Ayers,In RE AYERS; IN RE SCOTT; IN RE McCABE,"['106 U.S. 196', '106 U.S. 196, 213, 215', 'Lee', '106 U. S. 196', 'MISSING', '106 U.S. 196, 213, 215', 'Lee']",90667,,United States v. Lee,United States v. Lee; Kaufman v. Lee,"['106 U.S. 196', '1 S. Ct. 240', '27 L. Ed. 171', '1882 U.S. LEXIS 1534']"
0015.92059_cites_85451.txt,92059,scotus,96842,92059,85451,yes,"['040dissent', '010combined', '020lead', '030concurrence']",['html_with_citations'],In Re Ayers,In Re Ayers,In RE AYERS; IN RE SCOTT; IN RE McCABE,"['9 Wheat. 738, 857', 'Osborn', 'States, supra', '9 Wheat. 871', 'Bank of the United States', '9 Wheat. 738', 'States, supra,', '9 Wheat. 738, 857', 'Osborn', '9 Wheat. 871', 'Bank of the United States', '9 Wheat. 738', 'MISSING', 'MISSING']",85451,Osborn,Osborn v. Bank of United States,,"['22 U.S. 738', '6 L. Ed. 204', '9 Wheat. 738', '1824 U.S. LEXIS 409']"
0016.92291_cites_88699.txt,92291,scotus,2449371,92291,88699,yes,['010combined'],['html_with_citations'],Leloup,Leloup v. Port of Mobile,Leloup v. Port of Mobile,['16 Wall. 479'],88699,Osborne,Osborne v. Mobile,Osborne v. Mobile,"['83 U.S. 479', '21 L. Ed. 470', '16 Wall. 479', '1872 U.S. LEXIS 1177']"
0017.92291_cites_89664.txt,92291,scotus,2449371,92291,89664,no,['010combined'],['html_with_citations'],Leloup,Leloup v. Port of Mobile,Leloup v. Port of Mobile,['96 U. S. 1'],89664,,Pensacola Telegraph Co. v. Western Union Telegraph Co.,Pensacola Telegraph Company v. Western Union Telegraph Company,"['96 U.S. 1', '24 L. Ed. 708', '1877 U.S. LEXIS 1621']"
0018.92291_cites_90600.txt,92291,scotus,2449371,92291,90600,no,['010combined'],['html_with_citations'],Leloup,Leloup v. Port of Mobile,Leloup v. Port of Mobile,['105 U. S. 460'],90600,,Telegraph Co. v. Texas,Telegraph Company v. Texas,"['105 U.S. 460', '26 L. Ed. 1067', '1881 U.S. LEXIS 2149', '1 Tex. L. R. 65']"
0019.92291_cites_91869.txt,92291,scotus,2449371,92291,91869,no,['010combined'],['html_with_citations'],Leloup,Leloup v. Port of Mobile,Leloup v. Port of Mobile,['120 U. S. 489'],91869,Robbins,Robbins v. Shelby County Taxing District,Robbins v. Shelby County Taxing District,"['120 U.S. 489', '7 S. Ct. 592', '30 L. Ed. 694', '1887 U.S. LEXIS 1993']"
0020.92291_cites_91985.txt,92291,scotus,2449371,92291,91985,no,['010combined'],['html_with_citations'],Leloup,Leloup v. Port of Mobile,Leloup v. Port of Mobile,['122 U. S. 326'],91985,,Philadelphia & Southern Steamship Co. v. Pennsylvania,Philadelphia and Southern Steamship Company v. Pennsylvania,"['122 U.S. 326', '7 S. Ct. 1118', '30 L. Ed. 1200', '1887 U.S. LEXIS 2112']"
0021.93311_cites_92988.txt,93311,scotus,2397685,93311,92988,no,['010combined'],['html_with_citations'],Brenham,Brenham v. German American Bank,Brenham v. German American Bank,"['138 U. S. 673, 681, 682', '138 U. S. 673, 687', 'Monticello', 'Merrill', '138 U. S. 673, 686, 687', '138 U. S. 673, 687, 691']",92988,Merrill,Merrill v. Monticello,Merrill v. Monticello,"['138 U.S. 673', '11 S. Ct. 441', '34 L. Ed. 1069', '1891 U.S. LEXIS 2356']"
0022.93311_cites_87743.txt,93311,scotus,2397685,93311,87743,yes,['010combined'],['html_with_citations'],Brenham,Brenham v. German American Bank,Brenham v. German American Bank,"['3 Wall. 654, 666', '3 Wall. 654', 'Rogers', 'Burlington,\n  \n   supra,\n  ', 'Burlington']",87743,Burlington,Rogers v. Burlington,Rogers v. Burlington,"['70 U.S. 654', '18 L. Ed. 79', '3 Wall. 654', '1865 U.S. LEXIS 747']"
0023.93311_cites_91125.txt,93311,scotus,2397685,93311,91125,no,['010combined'],['html_with_citations'],Brenham,Brenham v. German American Bank,Brenham v. German American Bank,"['111 U. S. 400, 406', 'Brooks', '111 U. S. 400', 'Claiborne County']",91125,Brooks,Claiborne County v. Brooks,Claiborne County v. Brooks,"['111 U.S. 400', '4 S. Ct. 489', '28 L. Ed. 470', '1884 U.S. LEXIS 1799']"
0024.93311_cites_87776.txt,93311,scotus,2397685,93311,87776,yes,['010combined'],['html_with_citations'],Brenham,Brenham v. German American Bank,Brenham v. German American Bank,['4 Wall. 270'],87776,Burlington,Mitchell v. Burlington,Mitchell v. Burlington,"['71 U.S. 270', '18 L. Ed. 350', '4 Wall. 270', '1866 U.S. LEXIS 883']"
0025.93311_cites_88640.txt,93311,scotus,2397685,93311,88640,no,['010combined'],['html_with_citations'],Brenham,Brenham v. German American Bank,Brenham v. German American Bank,"['Britton', 'Police Jury', '15 Wall. 566, 570, 572', '15 Wall. 566']",88640,Britton,Police Jury v. Britton,Police Jury v. Britton,"['82 U.S. 566', '21 L. Ed. 251', '15 Wall. 566', '1872 U.S. LEXIS 1287']"
0026.93904_cites_93354.txt,93904,scotus,229746,93904,93354,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,['144 U. S. 653'],93354,Roberts,Roberts v. Lewis,Roberts v. Lewis,"['144 U.S. 653', '12 S. Ct. 781', '36 L. Ed. 579', '1892 U.S. LEXIS 2114']"
0027.93904_cites_87423.txt,93904,scotus,229746,93904,87423,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,['24 How. 427'],87423,Suydam,Suydam v. Williamson,"James H. Suydam, Plaintiff in Error, v. William H. Williamson","['65 U.S. 427', '16 L. Ed. 742', '24 How. 427', '1860 U.S. LEXIS 424']"
0028.93904_cites_84798.txt,93904,scotus,229746,93904,84798,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,"['3 Cranch, 97']",84798,Payne,Lambert's Lessee v. Payne,Lambert's Lessee v. Paine,"['7 U.S. 97', '2 L. Ed. 377', '3 Cranch 97', '1805 U.S. LEXIS 246']"
0029.93904_cites_89382.txt,93904,scotus,229746,93904,89382,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,"['93 U. S. 326', 'Brant']",89382,Brant,Brant v. Virginia Coal & Iron Co.,Brant v. Virginia Coal and Iron Company Et Al.,"['93 U.S. 326', '23 L. Ed. 927', '1876 U.S. LEXIS 1390', '3 Otto 326']"
0030.93904_cites_90983.txt,93904,scotus,229746,93904,90983,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,['109 U. S. 725'],90983,Howard,Howard v. Carusi,HOWARD v. CARUSI and Another,"['109 U.S. 725', '3 S. Ct. 575', '27 L. Ed. 1089', '1884 U.S. LEXIS 1748']"
0031.93904_cites_93152.txt,93904,scotus,229746,93904,93152,no,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,"['141 U. S. 296, 315, 316']",93152,Potter,Potter v. Couch,Potter v. Couch; Hale v. Couch; Johnson v. Couch; Johnson v. Couch; Couch v. Couch,"['141 U.S. 296', '11 S. Ct. 1005', '35 L. Ed. 721', '1891 U.S. LEXIS 2521']"
0032.93904_cites_90455.txt,93904,scotus,229746,93904,90455,yes,['010combined'],['html_with_citations'],Roberts,Roberts v. Lewis,Roberts v. Lewis,"['Little', '104 U. S. 299, 300', '104 U. S. 291']",90455,Giles,Giles v. Little,Giles v. Little,"['104 U.S. 291', '26 L. Ed. 745', '1881 U.S. LEXIS 2001', '14 Otto 291']"
0033.98124_cites_96356.txt,98124,scotus,428794,98124,96356,no,['010combined'],['html_with_citations'],,Garland v. Washington,Garland v. State of Washington,"['199 U. S. 425, 435']",96356,Peck,Rogers v. Peck,Rogers v. Peck,"['199 U.S. 425', '26 S. Ct. 87', '50 L. Ed. 256', '1905 U.S. LEXIS 1019']"
0034.98124_cites_94455.txt,98124,scotus,428794,98124,94455,yes,['010combined'],['html_with_citations'],,Garland v. Washington,Garland v. State of Washington,['MISSING'],94455,Crain,Crain v. United States,Crain v. United States,"['162 U.S. 625', '16 S. Ct. 952', '40 L. Ed. 1097', '1896 U.S. LEXIS 2237']"
0035.98917_cites_97893.txt,98917,scotus,2556141,98917,97893,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['229 U.S. 1, 10', '229 U.S. 1', '229 U.S. 1, 9', '229 U. S. 1, 9', '229 U. S. 1', '229 U. S. 1, 10', 'MISSING']",97893,O'Donnell,Bauer & Cie v. O'Donnell,Bauer & Cie v. O’donnell,"['229 U.S. 1', '33 S. Ct. 616', '57 L. Ed. 1041', '1913 U.S. LEXIS 2417']"
0036.98917_cites_97584.txt,98917,scotus,2556141,98917,97584,yes,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['224 U.S. 1', '224 U. S. 1', '224 U. S. 1']",97584,Henry,Henry v. A. B. Dick Co.,Henry v. A. B. Dick Company,"['224 U.S. 1', '32 S. Ct. 364', '56 L. Ed. 645', '1912 U.S. LEXIS 2279']"
0037.98917_cites_96878.txt,98917,scotus,2556141,98917,96878,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['210 U.S. 405, 422', '210 U.S. 405, 424', '210 U. S. 405, 424', '210 U. S. 405, 422']",96878,,Continental Paper Bag Co. v. Eastern Paper Bag Co.,Continental Paper Bag Company v. Eastern Paper Bag Company,"['210 U.S. 405', '28 S. Ct. 748', '52 L. Ed. 1122', '1908 U.S. LEXIS 1519']"
0038.98917_cites_93828.txt,98917,scotus,2556141,98917,93828,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['152 U.S. 244', '152 U. S. 244', 'MISSING']",93828,Dunlap,Dunlap v. Schofield,Dunlap v. Schofield,"['152 U.S. 244', '14 S. Ct. 576', '38 L. Ed. 426', '1894 U.S. LEXIS 2114']"
0039.98917_cites_94177.txt,98917,scotus,2556141,98917,94177,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['157 U.S. 659', '157 U. S. 659', 'MISSING']",94177,Keeler,Keeler v. Standard Folding Bed Co.,Keeler v. Standard Folding Bed Company,"['157 U.S. 659', '15 S. Ct. 738', '39 L. Ed. 848', '1895 U.S. LEXIS 2218']"
0040.98917_cites_89595.txt,98917,scotus,2556141,98917,89595,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['95 U.S. 274', '95 U. S. 274', 'MISSING']",89595,,Keystone Bridge Co. v. Phoenix Iron Co.,Keystone Bridge Company v. Phœnix Iron Company,"['95 U.S. 274', '24 L. Ed. 344', '1877 U.S. LEXIS 2166', '5 Otto 274']"
0041.98917_cites_90432.txt,98917,scotus,2556141,98917,90432,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['104 U.S. 118', '104 U.S. 112, 118', '104 U. S. 112, 118', '104 U. S. 118', 'MISSING']",90432,Mellon,Railroad Co. v. Mellon,Railroad Company v. Mellon,"['104 U.S. 112', '26 L. Ed. 639', '1881 U.S. LEXIS 1978', '14 Otto 112']"
0042.98917_cites_91637.txt,98917,scotus,2556141,98917,91637,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['117 U.S. 554, 559', '117 U. S. 554, 559', 'MISSING']",91637,Greenleaf,Yale Lock Manufacturing Co. v. Greenleaf,Yale Lock Manufacturing Company v. Greenleaf,"['117 U.S. 554', '6 S. Ct. 846', '29 L. Ed. 952', '1886 U.S. LEXIS 1872']"
0043.98917_cites_93161.txt,98917,scotus,2556141,98917,93161,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['141 U.S. 419, 424', '141 U. S. 419, 424', 'MISSING']",93161,McClain,McClain v. Ortmayer,McCLAIN v. ORTMAYER,"['141 U.S. 419', '12 S. Ct. 76', '35 L. Ed. 800', '1891 U.S. LEXIS 2531']"
0044.98917_cites_94711.txt,98917,scotus,2556141,98917,94711,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['167 U.S. 224, 239', '167 U. S. 224, 239', 'MISSING']",94711,,United States v. American Bell Telephone Co.,United States v. American Bell Telephone Company,"['167 U.S. 224', '17 S. Ct. 809', '42 L. Ed. 144', '1897 U.S. LEXIS 2097']"
0045.98917_cites_93908.txt,98917,scotus,2556141,98917,93908,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['153 U.S. 436, 443', 'MISSING', '153 U. S. 436, 443']",93908,Ashley,Ashley v. Ryan,Ashley v. Ryan,"['153 U.S. 436', '14 S. Ct. 865', '38 L. Ed. 773', '1894 U.S. LEXIS 2194']"
0046.98917_cites_96107.txt,98917,scotus,2556141,98917,96107,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['194 U.S. 445, 449', 'MISSING', '194 U. S. 445, 449']",96107,Dollison,Ohio Ex Rel. Lloyd v. Dollison,OHIO Ex Rel. LLOYD v. DOLLISON,"['194 U.S. 445', '24 S. Ct. 703', '48 L. Ed. 1062', '1904 U.S. LEXIS 840']"
0047.98917_cites_95670.txt,98917,scotus,2556141,98917,95670,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['186 U.S. 70, 88-93', 'MISSING', '186 U. S. 70, 88-93']",95670,Bement,Bement v. National Harrow Co.,Bement v. National Harrow Company,"['186 U.S. 70', '22 S. Ct. 747', '46 L. Ed. 1058', '1902 U.S. LEXIS 2180']"
0048.98917_cites_98575.txt,98917,scotus,2556141,98917,98575,no,"['040dissent', '010combined', '020lead']",['html_with_citations'],,Motion Picture Patents Co. v. Universal Film Manufacturing Co.,Motion Picture Patents Company v. Universal Film Manufacturing Company Et Al.,"['239 U.S. 268, 272', 'MISSING', '239 U. S. 268, 272']",98575,Bailey,Bailey v. Baker Ice MacHine Co.,"Bailey, Trustee in Bankruptcy of Grant, v. Baker Ice Machine Company","['239 U.S. 268', '36 S. Ct. 50', '60 L. Ed. 275', '1915 U.S. LEXIS 1487']"
0049.99004_cites_95042.txt,99004,scotus,1068425,99004,95042,yes,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland","['173 U. S. 684', '173 U. S. 699', 'Smith, supra.']",95042,,Lake Shore & Michigan Southern Railway Co. v. Smith,Lake Shore and Michigan Southern Railway Company v. Smith,"['173 U.S. 684', '19 S. Ct. 565', '43 L. Ed. 858', '1899 U.S. LEXIS 1472']"
0050.99004_cites_3483537.txt,99004,scotus,1068425,99004,3483537,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland",['MISSING'],3485674,,Penna. R.R. Co. v. Public Ser. Com.,"The Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company v. . Albert G. Towers, Constituting the Public Service Commission of Maryland.","['94 A. 330', '126 Md. 59', '1915 Md. LEXIS 111']"
0051.99004_cites_93379.txt,99004,scotus,1068425,99004,93379,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland",['MISSING'],93379,,Interstate Com. Commiss. v. B. & O. RAILROAD,,"['145 U.S. 263', '12 S. Ct. 844', '36 L. Ed. 699', '1892 U.S. LEXIS 2138']"
0052.99004_cites_98392.txt,99004,scotus,1068425,99004,98392,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland","['236 U. S. 605, 608']",98392,,"Norfolk and Western Railway Company v. Conley, Attorney General of the State of West Virginia","Norfolk & Western Railway Company, Plff. in Err. v. W. G. Conley, Attorney General of the State of West Virginia","['236 U.S. 605', '35 S. Ct. 437', '59 L. Ed. 745', '1915 U.S. LEXIS 1729']"
0053.99004_cites_98391.txt,99004,scotus,1068425,99004,98391,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland","['236 U. S. 585', 'North Dakota']",98391,,Northern Pacific Railway Co. v. North Dakota Ex Rel. McCue,"NORTHERN PACIFIC RAILWAY COMPANY v. STATE OF NORTH DAKOTA ON RELATION OF McCUE, ATTORNEY GENERAL; MINNEAPOLIS, ST. PAUL & SAULT STE. MARIE RAILWAY COMPANY v. SAME","['236 U.S. 585', '35 S. Ct. 429', '59 L. Ed. 735', '1915 U.S. LEXIS 1728']"
0054.99004_cites_95555.txt,99004,scotus,1068425,99004,95555,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland",['183 U. S. 503'],95555,,Louisville & Nashville Railroad v. Kentucky,Louisville and Nashville Railroad Company v. Kentucky,"['183 U.S. 503', '22 S. Ct. 95', '46 L. Ed. 298', '1902 U.S. LEXIS 727']"
0055.99004_cites_97966.txt,99004,scotus,1068425,99004,97966,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland",['MISSING'],97966,,The Minnesota Rate Cases,,"['230 U.S. 352', '33 S. Ct. 729', '57 L. Ed. 1511', '1913 U.S. LEXIS 2714']"
0056.99004_cites_96710.txt,99004,scotus,1068425,99004,96710,no,['010combined'],['html_with_citations'],Towers,Pennsylvania Railroad v. Towers,"Pennsylvania Railroad Company, Lessee of the Northern Central Railway Company, v. Towers Et Al., Constituting the Public Service Commission of Maryland",['207 U. S. 79'],96710,,Interstate Consolidated Street Railway Co. v. Massachusetts,Interstate Consolidated Street Railway Company v. Commonwealth of Massachusetts,"['207 U.S. 79', '28 S. Ct. 26', '52 L. Ed. 111', '1907 U.S. LEXIS 1203']"
0057.99901_cites_89506.txt,99901,scotus,80418,99901,89506,yes,['010combined'],['html_with_citations'],Terral,Terral v. Burke Construction Co.,"Terral, as Secretary of State of the State of Arkansas, v. Burke Construction Company",['94 U. S. 535'],89506,Doyle,Doyle v. Continental Insurance,Doyle v. Continental Insurance Company,"['94 U.S. 535', '24 L. Ed. 148', '1876 U.S. LEXIS 1903']"
