citing_index	cited_index	depth	citing_opinion_id	cited_opinion_id	citing_decision_name	court	docket_id	cluster_id	cited_decision_name	overruled	notes
3	4	3	93311	88640	Brenham v. German American Bank,144 U.S. 173  (1892)	scotus	2397685	93311	Police Jury v. Britton (1873)	no	
4	0	1	93904	93354	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Roberts v. Lewis (1892)	no	
4	1	1	93904	87423	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Suydam v. Williamson (1861)	no	
4	2	1	93904	84798	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Lambert's Lessee v. Payne (1805)	no	
4	3	1	93904	89382	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Brant v. Virginia Coal & Iron Co. (1876)	no	
4	4	1	93904	90983	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Howard v. Carusi (1884)	no	
4	5	1	93904	93152	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Potter v. Couch (1891)	no	
4	6	1	93904	90455	Roberts v. Lewis,153 U.S. 367  (1894)	scotus	229746	93904	Giles v. Little (1881)	yes	
5	0	1	98124	96356	Garland v. Washington,232 U.S. 642  (1914)	scotus	428794	98124	Rogers v. Peck (1905)	no	
5	1	1	98124	94455	Garland v. Washington,232 U.S. 642  (1914)	scotus	428794	98124	Crain v. United States (1896)	yes	
6	0	4	98917	97893	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Bauer & Cie v. O'Donnell (1913)	no	
6	1	4	98917	97584	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Henry v. A. B. Dick Co. (1912)	yes	
6	2	2	98917	96878	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Continental Paper Bag Co. v. Eastern Paper Bag Co. (1908)	no	
6	3	1	98917	93828	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Dunlap v. Schofield (1894)	no	
6	4	1	98917	94177	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Keeler v. Standard Folding Bed Co. (1895)	no	
6	5	1	98917	89595	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Keystone Bridge Co. v. Phoenix Iron Co. (1877)	no	
6	6	1	98917	90432	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Railroad Co. v. Mellon (1881)	no	
6	7	1	98917	91637	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Yale Lock Manufacturing Co. v. Greenleaf (1886)	no	
6	8	1	98917	93161	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	McClain v. Ortmayer (1891)	no	
6	9	1	98917	94711	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	United States v. American Bell Telephone Co. (1897)	no	
6	10	1	98917	93908	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Ashley v. Ryan (1894)	no	
6	11	1	98917	96107	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Ohio Ex Rel. Lloyd v. Dollison (1904)	no	
6	12	1	98917	95670	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Bement v. National Harrow Co. (1902)	no	
6	13	1	98917	98575	Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)	scotus	2556141	98917	Bailey v. Baker Ice MacHine Co. (1915)	no	
7	0	2	99004	95042	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Lake Shore & Michigan Southern Railway Co. v. Smith (1899)	yes	
7	1	1	99004	3483537	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Penna. R.R. Co. v. Public Ser. Com. (1915)	no	
7	2	1	99004	93379	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Interstate Com. Commiss. v. B. & O. RAILROAD (1892)	no	
7	3	1	99004	98392	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Norfolk and Western Railway Company v. Conley, Attorney General of the State of West Virginia (1913)	no	
7	4	1	99004	98391	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Northern Pacific Railway Co. v. North Dakota Ex Rel. McCue (1915)	no	
7	5	1	99004	95555	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Louisville & Nashville Railroad v. Kentucky (1902)	no	
7	6	1	99004	97966	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	The Minnesota Rate Cases (1913)	no	
7	7	1	99004	96710	Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)	scotus	1068425	99004	Interstate Consolidated Street Railway Co. v. Massachusetts (1907)	no	
8	0	2	99901	89506	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Doyle v. Continental Insurance (1877)	yes	
8	1	2	99901	96471	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Security Mutual Life Insurance v. Prewitt (1906)	yes	
8	2	1	99901	93467	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Iowa v. Illinois (1893)	no	
8	3	1	99901	88953	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Home Ins. Co. v. Morse (1874)	no	
8	4	1	99901	91911	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Barron v. Burnside (1887)	no	
8	5	1	99901	93431	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Southern Pacific Co. v. Denton (1892)	no	
8	6	1	99901	93803	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Martin's Administrator v. Baltimore & Ohio Railroad (1894)	no	
8	7	1	99901	94850	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Barrow Steamship Co. v. Kane (1898)	no	
8	8	1	99901	97283	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Herndon v. Chicago, Rock Island & Pacific Railway Co. (1910)	no	
8	9	1	99901	98085	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Harrison v. St. Louis & San Francisco Railroad (1914)	no	
8	10	1	99901	98747	Terral v. Burke Construction Co.,257 U.S. 529  (1922)	scotus	80418	99901	Donald v. Philadelphia & Reading Coal & Iron Co. (1916)	no	
9	0	1	101368	92485	Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)	scotus	621994	101368	Friedlander v. Texas & Pacific Railway Co. (1889)	yes	
9	1	1	101368	4727363	Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)	scotus	621994	101368	Roy & Roy v. Northern Pacific Railway Co. (1906)	no	
9	2	1	101368	5562591	Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)	scotus	621994	101368	Planters' Rice-Mill Co. v. Merchants' National Bank (1887)	no	
9	3	1	101368	3678043	Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)	scotus	621994	101368	Havens v. Bank of Tarboro (1903)	no	
10	0	2	101750	3589385	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Pennsylvania Gas Co. v. Public Service Commission (1919)	yes	
10	1	2	101750	3486521	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	West Virginia & Maryland Gas Co. v. Towers (1919)	no	
10	2	1	101750	99524	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Pennsylvania Gas Co. v. Public Service Commission (1920)	no	
10	3	1	101750	101295	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Sprout v. South Bend (1928)	no	
10	4	1	101750	1578327	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Pullman Co. v. Richardson (1923)	no	
10	5	1	101750	101176	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Atlantic Coast Line Railroad v. Standard Oil Co. of Kentucky (1927)	no	
10	6	1	101750	101497	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	New Jersey Bell Telephone Co. v. State Board of Taxes & Assessments (1930)	no	
10	7	1	101750	100442	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Missouri Ex Rel. Barrett v. Kansas Natural Gas Co. (1924)	no	
10	8	1	101750	100987	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Public Utilities Commission v. Attleboro Steam & Electric Co. (1927)	no	
10	9	1	101750	100829	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Peoples Natural Gas Co. v. Public Service Commission (1926)	no	
10	10	1	101750	85534	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Brown v. Maryland (1827)	no	
10	11	1	101750	92767	East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)	scotus	406609	101750	Leisy v. Hardin (1890)	no	
11	0	2	101913	99897	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Gillespie v. Oklahoma (1922)	no	
11	1	2	101913	89542	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Forbes v. Gracey (1877)	no	
11	2	2	101913	99943	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Irwin v. Wright (1922)	no	
11	3	1	101913	101632	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Willcutts v. Bunn (1931)	no	
11	4	1	101913	96768	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Elder v. Wood (1908)	no	
11	5	1	101913	101762	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Indian Motocycle Co. v. United States (1931)	no	
11	6	1	101913	101894	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Burnet v. Coronado Oil & Gas Co. (1932)	no	
11	7	1	101913	99339	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Union Oil Co. of Cal. v. Smith (1919)	no	
11	8	1	101913	92685	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Wisconsin Central Railroad v. Price County (1890)	no	
11	9	1	101913	101648	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Educational Films Corp. of America v. Ward (1931)	no	
11	10	1	101913	85777	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Grant v. Raymond (1832)	no	
11	11	1	101913	101268	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	City of New Brunswick v. United States (1928)	no	
11	12	1	101913	85911	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Wheaton and Donaldson v. Peters and Grigg (1834)	no	
11	13	1	101913	85272	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	M'culloch v. State of Maryland (1819)	no	
11	14	1	101913	96154	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Baltimore Shipbuilding & Dry Dock Co. v. Baltimore (1904)	no	
11	15	1	101913	101154	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Northwestern Mutual Life Insurance v. Wisconsin (1928)	no	
11	16	1	101913	101291	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Long v. Rockwood (1928)	yes	
11	17	1	101913	98481	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Bothwell v. Bingham County (1915)	no	
11	18	1	101913	101272	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Shaw v. Gibson-Zahniser Oil Corp. (1928)	no	
11	19	1	101913	87219	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Kendall v. Winsor (1859)	no	
11	20	1	101913	86324	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Carroll v. Safford (1845)	no	
11	21	1	101913	99638	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Johnson v. Maryland (1920)	no	
11	22	1	101913	91588	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Van Brocklin v. Tennessee (1886)	no	
11	23	1	101913	97614	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Gromer v. Standard Dredging Co. (1912)	no	
11	24	1	101913	97103	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Caliga v. Inter Ocean Newspaper Co. (1909)	no	
11	25	1	101913	94416	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Central Pacific Railroad v. California (1896)	no	
11	26	1	101913	88789	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Railroad Co. v. Peniston (1873)	no	
11	27	1	101913	87768	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Witherspoon v. Duncan (1867)	no	
11	28	1	101913	96731	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	American Tobacco Co. v. Werckmeister (1907)	no	
11	29	1	101913	99040	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Crew Levick Co. v. Pennsylvania (1917)	no	
11	30	1	101913	101731	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Group No. 1 Oil Corp. v. Bass (1931)	no	
11	31	1	101913	101733	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Susquehanna Power Co. v. State Tax Comm'n of Md. (No. 1) (1931)	no	
11	32	1	101913	96874	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Globe Newspaper Co. v. Walker (1908)	no	
11	33	1	101913	96878	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Continental Paper Bag Co. v. Eastern Paper Bag Co. (1908)	no	
11	34	1	101913	99829	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Choctaw, Oklahoma & Gulf Railroad v. MacKey (1921)	no	
11	35	1	101913	101497	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	New Jersey Bell Telephone Co. v. State Board of Taxes & Assessments (1930)	no	
11	36	1	101913	101371	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	Exchange Trust Co. v. Drainage Dist. No. 7, Poinsett Cty. (1929)	no	
11	37	1	101913	99196	Fox Film Corp. v. Doyal,286 U.S. 123  (1932)	scotus	406726	101913	United States Glue Co. v. Town of Oak Creek (1918)	no	
12	0	2	102164	3548121	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Reno Smelting, Milling & Reduction Works v. Stevenson (1889)	no	
12	1	1	102164	93442	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Benson v. United States (1892)	no	
12	2	1	102164	94828	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Holden v. Hardy (1898)	no	
12	3	1	102164	93322	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Logan v. United States (1892)	no	
12	4	1	102164	86700	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	United States v. Reid (1852)	no	
12	5	1	102164	91054	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Hurtado v. California (1884)	no	
12	6	1	102164	101558	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Patton v. United States (1930)	no	
12	7	1	102164	97335	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Hendrix v. United States (1911)	yes	
12	8	1	102164	99065	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Rosen v. United States (1918)	no	
12	9	1	102164	99658	Funk v. United States,290 U.S. 371  (1933)	scotus	845304	102164	Jin Fuey Moy v. United States (1920)	yes	
13	0	8	102784	100181	West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)	scotus	81694	102784	Adkins v. Children's Hospital of Columbia (1923)	yes	
13	1	6	102784	102681	West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)	scotus	81694	102784	Morehead v. New York Ex Rel. Tipaldo (1936)	no	
13	2	3	102784	102224	West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)	scotus	81694	102784	Nebbia v. New York (1934)	no	
13	3	3	102784	97368	West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)	scotus	81694	102784	Chicago, Burlington & Quincy Railroad v. McGuire (1911)	no	
13	4	3	102784	94828	West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)	scotus	81694	102784	Holden v. Hardy (1898)	no	
14	0	7	103012	101265	Erie Railroad v. Tompkins,304 U.S. 64  (1938)	scotus	119296	103012	Black & White Taxicab & Transfer Co. v. Brown & Yellow Taxicab & Transfer Co. (1928)	no	
14	1	5	103012	93638	Erie Railroad v. Tompkins,304 U.S. 64  (1938)	scotus	119296	103012	Baltimore & Ohio Railroad v. Baugh (1893)	no	
14	2	4	103012	3847696	Erie Railroad v. Tompkins,304 U.S. 64  (1938)	scotus	119296	103012	Falchetti v. Pennsylvania R. R. (1932)	no	
14	3	4	103012	86188	Erie Railroad v. Tompkins,304 U.S. 64  (1938)	scotus	119296	103012	Swift v. Tyson (1842)	yes	
15	0	7	103172	88308	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	Collector v. Day (1871)	yes	
15	1	6	103172	103047	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	Helvering v. Gerhardt (1938)	no	
15	2	5	103172	85272	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	M'culloch v. State of Maryland (1819)	no	
15	3	5	103172	100771	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	Metcalf & Eddy v. Mitchell (1926)	no	
15	4	4	103172	102734	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	New York Ex Rel. Rogers v. Graves (1937)	yes	
15	5	4	103172	86223	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	Dobbins v. Commissioners of Erie County (1842)	no	
15	6	4	103172	102783	Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)	scotus	1740034	103172	Brush v. Commissioner (1937)	no	
16	0	6	103214	94174	O’Malley v. Woodrough,307 U.S. 277  (1939)	scotus	1507922	103214	Pollock v. Farmers' Loan & Trust Co. (1895)	no	
16	1	2	103214	3484932	O’Malley v. Woodrough,307 U.S. 277  (1939)	scotus	1507922	103214	Gordy v. Dennis (1939)	no	
16	2	2	103214	100693	O’Malley v. Woodrough,307 U.S. 277  (1939)	scotus	1507922	103214	Miles v. Graham (1925)	yes	
16	3	2	103214	85272	O’Malley v. Woodrough,307 U.S. 277  (1939)	scotus	1507922	103214	M'culloch v. State of Maryland (1819)	no	
16	4	2	103214	99610	O’Malley v. Woodrough,307 U.S. 277  (1939)	scotus	1507922	103214	Evans v. Gore (1920)	yes	
17	0	5	103198	97661	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	Procter & Gamble Co. v. United States (1912)	yes	
17	1	4	103198	101973	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	Alton Railroad v. United States (1932)	no	
17	2	3	103198	102669	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	United States v. Corrick (1936)	no	
17	3	3	103198	101012	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	United States v. Los Angeles & Salt Lake Railroad (1927)	no	
17	4	3	103198	96063	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	Interstate Commerce Commission v. Baird (1904)	no	
17	5	3	103198	98242	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	Intermountain Rate Cases (1914)	no	
17	6	3	103198	102969	Rochester Telephone Corp. v. United States,307 U.S. 125  (1939)	scotus	2503656	103198	United States v. Griffin (1938)	no	
18	0	7	103292	102488	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	Helvering v. St. Louis Union Trust Co. (1935)	yes	
18	1	7	103292	101723	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	Klein v. United States (1931)	no	
18	2	3	103292	101780	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	Cyrus H. McCormick v. David Burnet (1931)	no	
18	3	3	103292	101552	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	May v. Heiner (1930)	no	
18	4	3	103292	1477043	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	Commissioner of Internal Revenue v. Schwarz (1935)	no	
18	5	3	103292	1474615	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	Commissioner of Internal Revenue v. Hallock (1939)	no	
18	-	1	103292	102489	Helvering v. Hallock,309 U.S. 106  (1940)	scotus	2457842	103292	 Becker v. St. Louis Union Trust Co (1935)	yes	* not extracted
19	0	3	103290	102529	Madden v. Kentucky,309 U.S. 83  (1940)	scotus	2381796	103290	Colgate v. Harvey (1935)	yes	
19	1	3	103290	88661	Madden v. Kentucky,309 U.S. 83  (1940)	scotus	2381796	103290	Butchers' Benevolent Ass'n v. Crescent City Live-Stock Landing & Slaughter-House Co. (1873)	no	
19	2	3	103290	96885	Madden v. Kentucky,309 U.S. 83  (1940)	scotus	2381796	103290	Twining v. New Jersey (1908)	no	
19	3	2	103290	103226	Madden v. Kentucky,309 U.S. 83  (1940)	scotus	2381796	103290	Haguer v. Committee for Industrial Organization (1939)	no	
20	0	2	103351	103227	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	United States v. Rock Royal Co-Operative, Inc. (1939)	no	
20	1	1	103351	101217	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Liberty Warehouse Co. v. Burley Tobacco Growers' Co-Operative Marketing Assn. (1928)	no	
20	2	1	103351	96354	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Carroll v. Greenwich Ins. Co. of NY (1905)	no	
20	3	1	103351	98219	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	International Harvester Co. of America v. Missouri (1914)	no	
20	4	1	103351	102224	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Nebbia v. New York (1934)	no	
20	5	1	103351	101842	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	United States Navigation Co. v. Cunard Steamship Co. (1932)	no	
20	6	1	103351	100052	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Keogh v. Chicago & Northwestern Railway Co. (1922)	no	
20	7	1	103351	98166	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	German Alliance Insurance v. Lewis (1914)	no	
20	8	1	103351	103191	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Mulford v. Smith (1939)	no	
20	9	1	103351	102457	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Aero Mayflower Transit Co. v. Georgia Public Service Commission (1935)	no	
20	10	1	103351	95612	Tigner v. Texas,310 U.S. 141  (1940)	scotus	107747	103351	Connolly v. Union Sewer Pipe Co. (1902)	yes	
